,ROUTEID,FROMMEASURE,TOMEASURE,XCOORD,YCOORD,ADDTOGIS,ARMSTYLE_DESC,ASSETSTATUS_DESC,ASSETTYPE,FACILITYID,LIGHTTYPE_DESC,POLEHEIGHT_DESC,STREETLIGHTID,WATTAGE1,MAXTEMP,HUMIDITY,WINDSPEED,date_timestamp,day,month,year
3792,12039062,1401.66491,1512.529539,393411,139102,2007/06/27 00:00:00+00,WP Arm with Guy,Active,1,36739DC,HPS-High Pressure Sodium,35 ft,36739DC,100,14.300245,74.84104,5.495161,2007-06-27 00:00:00+00:00,27,6,2007
3793,12039032,0,202.0276,393610,139376,2007/06/28 00:00:00+00,Regular Alley,Active,2,36920DC,HPS-High Pressure Sodium,35 ft,36920DC,70,13.500245,79.00907,4.73506,2007-06-28 00:00:00+00:00,28,6,2007
3794,11000102,4432.289,4570.828,393402,139536,2007/06/21 00:00:00+00,WP Arm with Guy,Active,1,36556DC,HPS-High Pressure Sodium,35 ft,36556DC,100,13.170245,78.639565,5.315336,2007-06-21 00:00:00+00:00,21,6,2007
3795,11034972,1248.747417,1261.911493,393512,139162,2007/06/27 00:00:00+00,Regular Alley,Active,2,36794DC,INC-Incandescent,35 ft,36794DC,189,12.190246,83.8812,6.151683,2007-06-27 00:00:00+00:00,27,6,2007
3796,11034972,1835.6492,1905.74988,392265,142233,2007/06/27 00:00:00+00,WP Arm with Guy,Active,1,31656DC,HPS-High Pressure Sodium,35 ft,31656DC,150,11.350245,87.85106,7.10031,2007-06-27 00:00:00+00:00,27,6,2007
3797,11034972,1905.74988,1972.0347,391794,142700,2007/06/28 00:00:00+00,WP Arm with Guy,Active,1,31499DC,HPS-High Pressure Sodium,35 ft,31499DC,100,11.410245,87.79748,7.491114,2007-06-28 00:00:00+00:00,28,6,2007
3798,11034972,1261.911493,1303.161854,393307,143403,2007/07/14 00:00:00+00,WP Arm with Guy,Active,1,3A311DC,HPS-High Pressure Sodium,35 ft,3A311DC,150,11.550245,87.33775,6.9153743,2007-07-14 00:00:00+00:00,14,7,2007
3799,11034972,1786.864462,1835.6482,393355,143128,2007/07/14 00:00:00+00,Regular Alley,Active,2,3A307DC,HPS-High Pressure Sodium,35 ft,3A307DC,70,13.000245,82.24825,5.315336,2007-07-14 00:00:00+00:00,14,7,2007
3800,11001602,5643.275573,5674.390392,393628,142429,2007/07/02 00:00:00+00,Simple WP,Active,1,32234DC,HPS-High Pressure Sodium,35 ft,32234DC,100,15.480246,74.001015,5.1919937,2007-07-02 00:00:00+00:00,2,7,2007
3801,11034972,1561.081816,1786.864462,392522,143112,2007/07/11 00:00:00+00,WP Arm with Guy,Active,1,30914DC,HPS-High Pressure Sodium,35 ft,30914DC,100,17.540245,65.219536,6.6185193,2007-07-11 00:00:00+00:00,11,7,2007
3802,11001402,6571.9819,6665.062256,393004,142798,2007/07/13 00:00:00+00,Regular Alley,Active,2,3A245DC,HPS-High Pressure Sodium,35 ft,3A245DC,70,19.090246,59.109295,7.24486,2007-07-13 00:00:00+00:00,13,7,2007
3803,11034972,1462.955862,1512.482496,392016,142726,2007/07/02 00:00:00+00,Regular Alley,Active,2,3F116DC,HPS-High Pressure Sodium,35 ft,3F116DC,70,20.220245,55.048626,7.754637,2007-07-02 00:00:00+00:00,2,7,2007
3804,11034972,1334.580719,1368.152051,391723,142614,2007/07/03 00:00:00+00,WP Arm with Guy,Active,1,3F199DC,HPS-High Pressure Sodium,35 ft,3F199DC,100,21.390245,45.67307,10.538843,2007-07-03 00:00:00+00:00,3,7,2007
3805,11011052,1430.98928,1505.498464,392233,143060,2007/06/29 00:00:00+00,WP Arm with Guy,Active,1,31326DC,HPS-High Pressure Sodium,35 ft,31326DC,250,22.060246,43.212204,12.984975,2007-06-29 00:00:00+00:00,29,6,2007
3806,11034972,1368.152051,1435.799606,392228,142093,2007/07/01 00:00:00+00,Regular Alley,Active,2,36141DC,HPS-High Pressure Sodium,35 ft,36141DC,70,20.170246,57.434288,13.527572,2007-07-01 00:00:00+00:00,1,7,2007
3807,11034972,1512.482496,1561.081816,392016,142277,2007/07/02 00:00:00+00,Regular Alley,Active,2,36225DC,HPS-High Pressure Sodium,35 ft,36225DC,70,18.120245,70.09676,14.007655,2007-07-02 00:00:00+00:00,2,7,2007
3808,11001302,5966.743046,6025.652147,393045,141885,2007/07/06 00:00:00+00,WP Arm with Guy,Active,1,33032DC,HPS-High Pressure Sodium,35 ft,33032DC,100,16.690245,81.91176,13.570615,2007-07-06 00:00:00+00:00,6,7,2007
3809,11034972,1303.161854,1334.580719,392883,142255,2007/06/29 00:00:00+00,Simple WP,Active,1,33092DC,HPS-High Pressure Sodium,35 ft,33092DC,150,16.730246,81.59613,15.941944,2007-06-29 00:00:00+00:00,29,6,2007
3810,11040042,3795.518036,3868.20889,394510,140133,2007/06/25 00:00:00+00,Simple WP,Active,1,37577DC,HPS-High Pressure Sodium,35 ft,37577DC,100,16.900246,81.45848,16.45007,2007-06-25 00:00:00+00:00,25,6,2007
3811,11034972,1435.799606,1462.955862,395215,139207,2007/07/03 00:00:00+00,Wood pole Truss,Active,1,38093DC,INC-Incandescent,35 ft,38093DC,295,17.880245,77.348915,15.725037,2007-07-03 00:00:00+00:00,3,7,2007
3812,11070522,455.5170704,523.8695436,396199,137625,2007/07/21 00:00:00+00,Regular Alley,Active,2,24732,HPS-High Pressure Sodium,28 ft,24732,100,17.750246,76.674614,12.181624,2007-07-21 00:00:00+00:00,21,7,2007
3813,11022552,247.5478,381.0491,390913,139862,2007/06/15 00:00:00+00,Simple WP,Active,1,33844DC,HPS-High Pressure Sodium,35 ft,33844DC,100,17.200245,79.553085,9.220499,2007-06-15 00:00:00+00:00,15,6,2007
3814,11055962,1297.363512,1345.695219,390585,140288,2007/06/15 00:00:00+00,WP Arm with Guy,Active,1,33823DC,HPS-High Pressure Sodium,35 ft,33823DC,150,16.570246,82.326164,7.42159,2007-06-15 00:00:00+00:00,15,6,2007
3815,36002472,0,53.56456145,390243,140831,2007/06/15 00:00:00+00,Wood pole Truss,Active,1,33889DC,HPS-High Pressure Sodium,35 ft,33889DC,100,15.770246,85.30559,9.983106,2007-06-15 00:00:00+00:00,15,6,2007
3816,11017812,783.6769252,829.3379677,390560,140345,2007/06/15 00:00:00+00,Simple WP,Active,1,33769DC,HPS-High Pressure Sodium,35 ft,33769DC,100,15.250245,89.96055,9.826088,2007-06-15 00:00:00+00:00,15,6,2007
3817,11022552,1273.276539,1303.069214,393422,143465,2007/07/03 00:00:00+00,WP Arm with Guy,Active,1,31911DC,HPS-High Pressure Sodium,35 ft,31911DC,100,15.160245,89.60117,9.83268,2007-07-03 00:00:00+00:00,3,7,2007
3818,11022552,1613.105395,1632.085743,393869,143317,2007/07/03 00:00:00+00,WP Arm with Guy,Active,1,32605DC,HPS-High Pressure Sodium,35 ft,32605DC,100,15.0602455,88.136444,11.440978,2007-07-03 00:00:00+00:00,3,7,2007
3819,11022552,1632.085743,1715.78582,393817,143958,2007/07/02 00:00:00+00,WP Arm with Guy,Active,1,33229DC,HPS-High Pressure Sodium,35 ft,33229DC,100,14.3102455,86.682915,11.252519,2007-07-02 00:00:00+00:00,2,7,2007
3820,11004002,886.0029008,943.8618,393627,144378,2007/07/02 00:00:00+00,Simple WP,Active,1,31208DC,HPS-High Pressure Sodium,35 ft,31208DC,100,13.940246,88.26895,11.609651,2007-07-02 00:00:00+00:00,2,7,2007
3821,11022552,1534.66663,1557.005868,393938,144108,2007/07/02 00:00:00+00,Simple WP,Active,1,33239DC,HPS-High Pressure Sodium,35 ft,33239DC,100,14.070246,88.455925,8.825508,2007-07-02 00:00:00+00:00,2,7,2007
3822,11022552,1303.069214,1534.66663,404969,134992,2007/04/16 00:00:00+00,Wood pole Truss,Active,1,77074DC,HPS-High Pressure Sodium,35 ft,77074DC,250,13.480246,90.18124,8.225035,2007-04-16 00:00:00+00:00,16,4,2007
3823,11063762,2655.089416,2788.371858,405144,135326,2007/04/12 00:00:00+00,Wood pole Truss,Active,1,76921DC,HPS-High Pressure Sodium,35 ft,76921DC,400,13.720245,89.013054,8.707237,2007-04-12 00:00:00+00:00,12,4,2007
3824,11037052,349.2829004,425.8396,403051,133720,2007/04/19 00:00:00+00,WP Arm with Guy,Active,1,7A110DC,HPS-High Pressure Sodium,35 ft,7A110DC,250,14.940246,81.95472,10.787993,2007-04-19 00:00:00+00:00,19,4,2007
3825,11022552,1557.005868,1613.105395,405909,134637,2007/04/06 00:00:00+00,Simple WP,Active,1,75424DC,LED-Light Emitting Diode,35 ft,75424DC,215,15.930245,75.17321,10.144082,2007-04-06 00:00:00+00:00,6,4,2007
3826,11003802,2724.317193,2840.448344,404114,133535,2007/04/07 00:00:00+00,Wood pole Truss,Active,1,77805DC,LED-Light Emitting Diode,35 ft,77805DC,70,16.770245,67.1325,10.365251,2007-04-07 00:00:00+00:00,7,4,2007
3827,11022552,1227.025398,1273.276539,394259,143651,2007/07/04 00:00:00+00,WP Decorated Scroll,Active,1,33274DC,HPS-High Pressure Sodium,35 ft,33274DC,250,17.110245,59.987125,10.308831,2007-07-04 00:00:00+00:00,4,7,2007
3828,11004102,573.8734,690.0532854,393650,144647,2007/07/05 00:00:00+00,Simple WP,Active,1,33233DC,INC-Incandescent,35 ft,33233DC,295,17.140245,62.642822,15.192682,2007-07-05 00:00:00+00:00,5,7,2007
3829,11022552,1715.78582,1769.0311,393225,144218,2007/07/05 00:00:00+00,Simple WP,Active,1,31830DC,HPS-High Pressure Sodium,35 ft,31830DC,100,17.690245,61.148457,12.10157,2007-07-05 00:00:00+00:00,5,7,2007
3830,11022552,1072.805764,1227.025398,393546,143804,2007/06/29 00:00:00+00,Simple WP,Active,1,32343DC,INC-Incandescent,35 ft,32343DC,295,17.830246,58.799423,11.113451,2007-06-29 00:00:00+00:00,29,6,2007
3831,11022552,1060.586893,1072.805764,393781,143856,2007/07/06 00:00:00+00,Regular Alley,Active,2,33174DC,INC-Incandescent,35 ft,33174DC,189,18.130245,54.283474,10.739833,2007-07-06 00:00:00+00:00,6,7,2007
3832,11022552,1022.641406,1060.586893,393530,143687,2007/06/29 00:00:00+00,WP Arm with Guy,Active,1,32320DC,HPS-High Pressure Sodium,35 ft,32320DC,250,18.440245,53.30522,10.829959,2007-06-29 00:00:00+00:00,29,6,2007
3833,11022552,737.1450025,861.0288291,394036,143390,2007/07/07 00:00:00+00,WP Arm with Guy,Active,1,32636DC,HPS-High Pressure Sodium,35 ft,32636DC,100,18.690245,50.75131,10.587917,2007-07-07 00:00:00+00:00,7,7,2007
3834,11003602,2562.093128,2620.305666,394153,143604,2007/07/09 00:00:00+00,Regular Alley,Active,2,32706DC,HPS-High Pressure Sodium,35 ft,32706DC,70,18.650246,52.60549,10.365251,2007-07-09 00:00:00+00:00,9,7,2007
3835,11022552,861.0288291,1022.641406,392680,142276,2009/08/05 00:00:00+00,Simple WP,Active,1,31580DC,HPS-High Pressure Sodium,35 ft,31580DC,250,18.140245,54.581997,9.826088,2009-08-05 00:00:00+00:00,5,8,2009
3836,11075272,1528.390603,1649.257921,392701,142268,2007/06/27 00:00:00+00,Simple WP,Active,1,31579DC,HPS-High Pressure Sodium,35 ft,31579DC,100,17.840246,57.311127,6.6087217,2007-06-27 00:00:00+00:00,27,6,2007
3837,11022552,703.9574169,737.1450025,391999,141970,2007/06/27 00:00:00+00,Simple WP,Active,1,32551DC,INC-Incandescent,35 ft,32551DC,295,16.200245,65.62648,4.5536795,2007-06-27 00:00:00+00:00,27,6,2007
3838,11022552,642.5772647,703.9574169,392047,141969,2007/06/27 00:00:00+00,Simple WP,Active,1,32549DC,HPS-High Pressure Sodium,35 ft,32549DC,100,15.330245,67.50575,5.0142193,2007-06-27 00:00:00+00:00,27,6,2007
3839,12000802,3355.969969,3401.967079,392462,141886,2007/06/21 00:00:00+00,Simple WP,Active,1,36060DC,INC-Incandescent,35 ft,36060DC,295,13.360246,74.52319,5.692099,2007-06-21 00:00:00+00:00,21,6,2007
3840,12081442,4867.122091,4999.114028,391765,142053,2007/06/27 00:00:00+00,WP Arm with Guy,Active,1,32476DC,HPS-High Pressure Sodium,35 ft,32476DC,100,12.460245,78.10341,5.315336,2007-06-27 00:00:00+00:00,27,6,2007
3841,11022552,580.2071647,642.5772647,391986,142053,2007/06/27 00:00:00+00,Simple WP,Active,1,32483DC,HPS-High Pressure Sodium,35 ft,32483DC,100,11.770246,80.86504,4.6938257,2007-06-27 00:00:00+00:00,27,6,2007
3842,11025152,5923.251086,6050.553641,391966,141862,2007/07/06 00:00:00+00,WP Arm with Guy,Active,1,3F254DC,HPS-High Pressure Sodium,35 ft,3F254DC,150,10.200245,87.0819,4.6800003,2007-07-06 00:00:00+00:00,6,7,2007
3843,11022552,508.8069804,580.2071647,391753,141811,2007/06/13 00:00:00+00,Simple WP,Active,1,33530DC,HPS-High Pressure Sodium,35 ft,33530DC,100,9.120245,91.44347,3.9763298,2007-06-13 00:00:00+00:00,13,6,2007
3844,11022552,381.0501,455.8366881,392078,139708,2007/06/16 00:00:00+00,WP Arm with Guy,Active,1,35308DC,INC-Incandescent,35 ft,35308DC,295,8.740245,93.83069,3.2599385,2007-06-16 00:00:00+00:00,16,6,2007
3845,11022552,455.8366881,508.8069804,392676,138434,2007/06/20 00:00:00+00,Simple WP,Active,1,35817DC,INC-Incandescent,35 ft,35817DC,295,8.400246,95.43512,3.319036,2007-06-20 00:00:00+00:00,20,6,2007
3846,11039842,249.655378,262.9269733,392221,139532,2007/06/15 00:00:00+00,WP Arm with Guy,Active,1,35281DC,HPS-High Pressure Sodium,35 ft,35281DC,250,8.420245,96.29003,2.5455842,2007-06-15 00:00:00+00:00,15,6,2007
3847,11004502,2478.021732,2513.052975,405438,134150,2007/04/10 00:00:00+00,Regular Alley,Active,2,75950DC,LED-Light Emitting Diode,35 ft,75950DC,75,10.640245,90.689735,3.319036,2007-04-10 00:00:00+00:00,10,4,2007
3848,11004402,3182.170764,3215.350938,405468,134229,2007/04/10 00:00:00+00,WP Arm with Guy,Active,1,75939DC,HPS-High Pressure Sodium,35 ft,75939DC,400,13.460245,79.91229,1.9386592,2007-04-10 00:00:00+00:00,10,4,2007
3849,11004332,239.937412,305.6099651,405520,134004,2007/04/09 00:00:00+00,Regular Alley,Active,2,75913DC,HPS-High Pressure Sodium,35 ft,75913DC,100,15.930245,70.508575,1.8,2007-04-09 00:00:00+00:00,9,4,2007
3850,11004302,1151.305945,1160.791148,405270,134929,2007/04/08 00:00:00+00,WP Arm with Guy,Active,1,75733DC,HPS-High Pressure Sodium,35 ft,75733DC,250,18.180244,60.530296,1.835647,2007-04-08 00:00:00+00:00,8,4,2007
3851,11039842,201.4177795,249.655378,406474,135391,2007/04/07 00:00:00+00,Regular Alley,Active,2,75567DC,HPS-High Pressure Sodium,35 ft,75567DC,150,19.970245,53.02812,1.8,2007-04-07 00:00:00+00:00,7,4,2007
3852,11014202,0,17.09607918,406542,135378,2007/04/07 00:00:00+00,Regular Alley,Active,2,75564DC,HPS-High Pressure Sodium,35 ft,75564DC,150,20.900246,48.82434,0.5091169,2007-04-07 00:00:00+00:00,7,4,2007
3853,11047902,1194.537947,1236.544787,405969,134531,2007/04/06 00:00:00+00,WP Arm with Guy,Active,1,75472DC,LED-Light Emitting Diode,35 ft,75472DC,215,22.050245,44.366096,1.1384199,2007-04-06 00:00:00+00:00,6,4,2007
3854,12000632,523.8418397,557.6457478,406395,134642,2007/04/06 00:00:00+00,WP Arm with Guy,Active,1,75452DC,HPS-High Pressure Sodium,35 ft,75452DC,400,22.930244,40.286613,2.0364676,2007-04-06 00:00:00+00:00,6,4,2007
3856,12001332,810.8306,850.4562911,393905,143687,2007/06/29 00:00:00+00,WP Arm with Guy,Active,1,32671DC,HPS-High Pressure Sodium,35 ft,32671DC,250,24.250246,36.142677,1.4399999,2007-06-29 00:00:00+00:00,29,6,2007
3857,11004302,1094.9131,1151.305945,393366,144052,2007/07/09 00:00:00+00,Regular Alley,Active,2,31854DC,INC-Incandescent,35 ft,31854DC,189,24.630245,35.615746,1.609969,2007-07-09 00:00:00+00:00,9,7,2007
3858,11092692,175.7666651,214.8917836,392421,143059,2007/07/12 00:00:00+00,Simple WP,Active,1,3A138DC,INC-Incandescent,35 ft,3A138DC,295,24.800245,35.302063,2.4149535,2007-07-12 00:00:00+00:00,12,7,2007
3859,11016052,1476.780239,1539.0384,392364,141784,2007/07/06 00:00:00+00,Simple WP,Active,1,33044DC,INC-Incandescent,35 ft,33044DC,405,24.560246,35.8147,1.835647,2007-07-06 00:00:00+00:00,6,7,2007
3860,11001602,5556.161194,5643.275573,393089,139275,2007/06/26 00:00:00+00,WP Arm with Guy,Active,1,36630DC,HPS-High Pressure Sodium,35 ft,36630DC,100,23.600245,43.00828,1.0182338,2007-06-26 00:00:00+00:00,26,6,2007
3861,11039842,131.356727,201.4177795,393125,139326,2007/06/26 00:00:00+00,Regular Alley,Active,2,36667DC,HPS-High Pressure Sodium,35 ft,36667DC,70,22.640245,39.84865,3.7064266,2007-06-26 00:00:00+00:00,26,6,2007
3862,15065322,5693.631047,5715.778823,393364,139103,2007/06/27 00:00:00+00,Regular Alley,Active,2,36725DC,INC-Incandescent,35 ft,36725DC,189,19.740246,54.30177,3.319036,2007-06-27 00:00:00+00:00,27,6,2007
3863,11017482,54.61748021,70.43024187,393409,139247,2007/06/27 00:00:00+00,Regular Alley,Active,2,36792DC,HPS-High Pressure Sodium,35 ft,36792DC,100,15.910245,70.127625,2.8116899,2007-06-27 00:00:00+00:00,27,6,2007
3864,11017482,70.43024187,260.0498391,393542,139087,2007/06/27 00:00:00+00,Regular Alley,Active,2,36798DC,INC-Incandescent,35 ft,36798DC,189,14.330245,76.115746,1.5273507,2007-06-27 00:00:00+00:00,27,6,2007
3865,11017482,0,54.61748021,393715,138819,2007/06/29 00:00:00+00,Regular Alley,Active,2,36952DC,HPS-High Pressure Sodium,35 ft,36952DC,100,13.250245,82.06042,2.5959969,2007-06-29 00:00:00+00:00,29,6,2007
3866,11022552,213.3721414,247.5468,393809,138935,2007/06/28 00:00:00+00,Regular Alley,Active,2,36859,INC-Incandescent,28 ft,36859,189,12.5602455,85.57976,2.5959969,2007-06-28 00:00:00+00:00,28,6,2007
3867,12000802,3303.642233,3355.969969,393267,139892,2007/06/20 00:00:00+00,Regular Alley,Active,2,36459DC,HPS-High Pressure Sodium,35 ft,36459DC,70,11.930245,88.025085,1.8,2007-06-20 00:00:00+00:00,20,6,2007
3868,11055962,1205.355926,1297.363512,404975,134853,2007/04/11 00:00:00+00,Regular Alley,Active,2,76151DC,HPS-High Pressure Sodium,35 ft,76151DC,70,11.910245,88.498344,2.0364676,2007-04-11 00:00:00+00:00,11,4,2007
3869,11019302,210.3706202,331.8234515,405407,134886,2007/04/08 00:00:00+00,Wood pole Truss,Active,1,75748DC,HPS-High Pressure Sodium,35 ft,75748DC,250,11.430245,87.85877,1.609969,2007-04-08 00:00:00+00:00,8,4,2007
3870,11019302,331.8234515,381.2052686,403729,134205,2007/04/06 00:00:00+00,Regular Alley,Active,2,77637DC,HPS-High Pressure Sodium,35 ft,77637DC,70,11.450245,88.39649,2.4149535,2007-04-06 00:00:00+00:00,6,4,2007
3871,11051352,1619.425,1678.396,391036,139384,2007/06/23 00:00:00+00,WP Arm with Guy,Active,1,34567DC,LED-Light Emitting Diode,35 ft,34567DC,215,13.950245,80.791016,3.8939953,2007-06-23 00:00:00+00:00,23,6,2007
3872,11000502,4186.042435,4236.021691,390785,139873,2007/06/16 00:00:00+00,WP Arm with Guy,Active,1,33932DC,HPS-High Pressure Sodium,35 ft,33932DC,250,16.580246,70.07294,2.8116899,2007-06-16 00:00:00+00:00,16,6,2007
3873,11019302,0,210.3706202,392391,142092,2007/07/01 00:00:00+00,Regular Alley,Active,2,36146DC,HPS-High Pressure Sodium,35 ft,36146DC,70,18.870245,62.20937,2.8116899,2007-07-01 00:00:00+00:00,1,7,2007
3874,11004602,1131.678344,1206.499487,392101,142498,2007/07/02 00:00:00+00,Regular Alley,Active,2,3F126DC,HPS-High Pressure Sodium,35 ft,3F126DC,70,21.220245,53.21476,3.0547013,2007-07-02 00:00:00+00:00,2,7,2007
3875,11004402,3147.790364,3182.170764,391699,142333,2007/06/28 00:00:00+00,WP Arm with Guy,Active,1,31614DC,HPS-High Pressure Sodium,35 ft,31614DC,100,23.180244,47.831573,3.0547013,2007-06-28 00:00:00+00:00,28,6,2007
3876,11004502,2442.880947,2478.021732,397517,137465,2007/07/24 00:00:00+00,Regular Alley,Active,2,29277,INC-Incandescent,28 ft,29277,189,24.500246,44.872623,2.5455842,2007-07-24 00:00:00+00:00,24,7,2007
3877,11017812,739.8598092,783.6769252,391487,140546,2007/06/16 00:00:00+00,Simple WP,Active,1,34004DC,INC-Incandescent,35 ft,34004DC,295,25.600245,41.26443,2.6208394,2007-06-16 00:00:00+00:00,16,6,2007
3878,12000632,489.8659,523.8418397,390817,140332,2007/06/18 00:00:00+00,Simple WP,Active,1,39207DC,INC-Incandescent,35 ft,39207DC,405,26.460245,38.791946,2.5455842,2007-06-18 00:00:00+00:00,18,6,2007
3879,11092692,109.1863185,175.7666651,391034,140525,2007/06/16 00:00:00+00,Simple WP,Active,1,34042DC,INC-Incandescent,35 ft,34042DC,295,27.130245,36.20697,1.8,2007-06-16 00:00:00+00:00,16,6,2007
3880,11047902,1134.336519,1194.537947,399960,132718,2007/04/17 00:00:00+00,WP Arm with Guy,Active,1,81545DC,HPS-High Pressure Sodium,35 ft,81545DC,250,27.850245,33.428173,2.9024127,2007-04-17 00:00:00+00:00,17,4,2007
3881,12039062,1512.529539,1544.739917,400271,130904,2007/04/25 00:00:00+00,Wood pole Truss,Active,1,82013DC,HPS-High Pressure Sodium,35 ft,82013DC,400,28.230246,31.867735,3.6179552,2007-04-25 00:00:00+00:00,25,4,2007
3882,11000802,3482.406,3537.314,400124,131124,2007/04/25 00:00:00+00,Regular Alley,Active,2,81972DC,HPS-High Pressure Sodium,35 ft,81972DC,100,28.410246,30.42656,3.2599385,2007-04-25 00:00:00+00:00,25,4,2007
3883,12033472,923.6729245,975.5970639,403425,132924,2007/04/25 00:00:00+00,WP Arm with Guy,Active,1,76230DC,HPS-High Pressure Sodium,35 ft,76230DC,250,28.170246,29.950684,3.4152596,2007-04-25 00:00:00+00:00,25,4,2007
3884,15065322,5611.512452,5693.631047,403468,133032,2007/04/30 00:00:00+00,Regular Alley,Active,2,78928DC,HPS-High Pressure Sodium,35 ft,78928DC,70,27.530245,27.686903,2.6208394,2007-04-30 00:00:00+00:00,30,4,2007
3885,11001302,5952.851778,5966.743046,399283,131275,2007/04/26 00:00:00+00,Truss,Active,1,82142,HPS-High Pressure Sodium,30 ft,82142,400,25.280245,38.0712,3.9763298,2007-04-26 00:00:00+00:00,26,4,2007
3886,12033472,454.9850386,504.2956917,390897,140435,2007/06/18 00:00:00+00,Wood pole Truss,Active,1,39201DC,INC-Incandescent,35 ft,39201DC,295,22.260244,49.16293,4.452954,2007-06-18 00:00:00+00:00,18,6,2007
3887,12033472,416.9476844,454.9850386,390578,139973,2007/06/18 00:00:00+00,Regular Alley,Active,2,39132DC,HPS-High Pressure Sodium,35 ft,39132DC,70,18.740246,63.30555,3.6179552,2007-06-18 00:00:00+00:00,18,6,2007
3888,12001102,1500.0986,1671.255245,391191,140493,2007/06/16 00:00:00+00,Simple WP,Active,1,34033DC,INC-Incandescent,35 ft,34033DC,295,16.650246,70.88504,2.6208394,2007-06-16 00:00:00+00:00,16,6,2007
3889,12033472,597.6092109,642.3092945,393577,142392,2007/07/13 00:00:00+00,Regular Alley,Active,2,32225DC,HPS-High Pressure Sodium,35 ft,32225DC,70,15.400246,78.768326,2.968636,2007-07-13 00:00:00+00:00,13,7,2007
3890,12033472,642.3092945,679.9531423,393035,143621,2007/07/10 00:00:00+00,Simple WP,Active,1,30743DC,HPS-High Pressure Sodium,35 ft,30743DC,100,14.250245,85.53596,2.9024127,2007-07-10 00:00:00+00:00,10,7,2007
3891,12078192,782.234414,875.8248419,393527,142130,2007/07/04 00:00:00+00,WP Arm with Guy,Active,1,32807DC,HPS-High Pressure Sodium,35 ft,32807DC,100,13.330245,89.45411,2.6208394,2007-07-04 00:00:00+00:00,4,7,2007
3892,12033472,878.7798907,923.6729245,392934,143595,2007/07/10 00:00:00+00,Regular Alley,Active,2,30830DC,HPS-High Pressure Sodium,35 ft,30830DC,70,13.000245,90.38433,2.2768397,2007-07-10 00:00:00+00:00,10,7,2007
3893,12033472,553.4088397,597.6092109,403326,133750,2007/04/19 00:00:00+00,Wood pole Truss,Active,1,78503DC,HPS-High Pressure Sodium,35 ft,78503DC,250,12.640245,91.569534,2.5959969,2007-04-19 00:00:00+00:00,19,4,2007
3894,12033472,679.9531423,694.359384,404839,133283,2007/04/11 00:00:00+00,Regular Alley,Active,2,78319DC,HPS-High Pressure Sodium,35 ft,78319DC,150,12.620245,91.263626,3.396233,2007-04-11 00:00:00+00:00,11,4,2007
3895,12033472,694.359384,808.5094475,392345,142092,2007/07/01 00:00:00+00,Regular Alley,Active,2,36145DC,HPS-High Pressure Sodium,35 ft,36145DC,70,15.5602455,83.06912,3.8268526,2007-07-01 00:00:00+00:00,1,7,2007
3896,12001302,3954.195044,3999.018103,394395,140559,2007/06/25 00:00:00+00,Regular Alley,Active,2,37741DC,INC-Incandescent,35 ft,37741DC,189,18.330246,70.832985,1.609969,2007-06-25 00:00:00+00:00,25,6,2007
3897,12033472,844.0782573,878.7798907,393780,144743,2007/07/03 00:00:00+00,Simple WP,Active,1,31129DC,INC-Incandescent,35 ft,31129DC,295,20.770245,62.15449,2.0364676,2007-07-03 00:00:00+00:00,3,7,2007
3898,12033472,808.5094475,844.0782573,394287,143180,2007/07/09 00:00:00+00,Regular Alley,Active,2,33351DC,HPS-High Pressure Sodium,35 ft,33351DC,70,22.830246,55.45726,2.4149535,2007-07-09 00:00:00+00:00,9,7,2007
3899,12033472,504.2956917,553.4088397,393923,143424,2007/07/03 00:00:00+00,WP Arm with Guy,Active,1,32609DC,HPS-High Pressure Sodium,35 ft,32609DC,100,24.920246,49.455624,4.1046314,2007-07-03 00:00:00+00:00,3,7,2007
3900,12001202,4355.894706,4539.409946,393860,144532,2007/07/05 00:00:00+00,Simple WP,Active,1,31151DC,INC-Incandescent,35 ft,31151DC,295,26.920246,42.71464,4.5820518,2007-07-05 00:00:00+00:00,5,7,2007
